Year,Quarter,Type of application,Category of leave,Industry,Applications
2013,2013 Q4,Visa,Worker (Previously Tier 2),Construction,111
2013,2013 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,165
2013,2013 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,74
2013,2013 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,111
2013,2013 Q4,Visa,Worker (Previously Tier 2),Information and Communications,"4,797"
2013,2013 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,203"
2013,2013 Q4,Visa,Worker (Previously Tier 2),Real estate activities,10
2013,2013 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,046"
2013,2013 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,165
2013,2013 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,30
2013,2013 Q4,Visa,Worker (Previously Tier 2),Education,465
2013,2013 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,588
2013,2013 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",179
2013,2013 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,94
2013,2013 Q4,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",9
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Manufacturing,5
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,20
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,35
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Information and Communications,137
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",124
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,163
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,23
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Education,857
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,222
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","7,257"
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,350
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,83
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",10
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,156
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,496
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",49
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",7
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,102
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,243
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,53
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,662
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,635"
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,800
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,32
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,479"
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,155
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,50
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Education,917
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,146"
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",165
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,117
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,7
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,7
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",12
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,12
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,1
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,39
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,4
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",38
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,14
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2013,2013 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,29
2014,2014 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",20
2014,2014 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,239
2014,2014 Q1,Visa,Worker (Previously Tier 2),Manufacturing,676
2014,2014 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",35
2014,2014 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",9
2014,2014 Q1,Visa,Worker (Previously Tier 2),Construction,85
2014,2014 Q1,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,186
2014,2014 Q1,Visa,Worker (Previously Tier 2),Transportation and Storage,95
2014,2014 Q1,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,107
2014,2014 Q1,Visa,Worker (Previously Tier 2),Information and Communications,"5,589"
2014,2014 Q1,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,420"
2014,2014 Q1,Visa,Worker (Previously Tier 2),Real estate activities,25
2014,2014 Q1,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,533"
2014,2014 Q1,Visa,Worker (Previously Tier 2),Administrative and support service activities,171
2014,2014 Q1,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,18
2014,2014 Q1,Visa,Worker (Previously Tier 2),Education,551
2014,2014 Q1,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,758
2014,2014 Q1,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",168
2014,2014 Q1,Visa,Worker (Previously Tier 2),Other Service Activities,85
2014,2014 Q1,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2014,2014 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,4
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",36
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Manufacturing,5
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Construction,1
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,33
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,2
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,62
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,156
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,4
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Real estate activities,6
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",115
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,303
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,18
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Education,737
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,333
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","7,047"
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,430
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,10
2014,2014 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,81
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",8
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,130
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,501
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",52
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",15
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,94
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,284
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,74
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,597
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,832"
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,845
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,36
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,442"
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,194
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,43
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Education,910
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,294"
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",157
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,133
2014,2014 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,10
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,11
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,4
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,19
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,8
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",35
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,15
2014,2014 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,18
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2014,2014 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,239
2014,2014 Q2,Visa,Worker (Previously Tier 2),Manufacturing,671
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",27
2014,2014 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2014,2014 Q2,Visa,Worker (Previously Tier 2),Construction,108
2014,2014 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,200
2014,2014 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,108
2014,2014 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,90
2014,2014 Q2,Visa,Worker (Previously Tier 2),Information and Communications,"5,849"
2014,2014 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,676"
2014,2014 Q2,Visa,Worker (Previously Tier 2),Real estate activities,30
